Product Name,Product Price
"Great Value Calorie-Reduced Ranch Dressing, 475 mL",$2.77
Fufafayo Clearance Promotion 304 Stainless Steel Large Capacity Multipurpose Oil Filter - Ideal For Grease Cooking Oil And More - Non-Leakage And Drip- Design,Now $24.99
Food Coloring Pen Edible Markers for Decorating Easter Eggs Painting Writing Red,Now $7.99
"French's, Classic Yellow Mustard, 550mL",$3.77
keepw Easy Access To Fresh Bean Sprouts Install And Maintain With Ease Clean And Tidy Kitchen Sprossenglas B,$51.16
"La Grille, Grilling Made Easy, Montreal Steak Spice Seasoning, 825g, 825 g",$23.99
"Flyer Deals pimelu Metering Seasoning Shaker,Press Type Quantitative Seasoning Tank, 0.5g Each Time Up to 40% offThe Big Save",$23.23
"Bbq Replacement Stainless Steel Heat Plate / Shield For Select Gas Grill Models By Campingaz, Alice's Garden, Char-broil, Cclife, Landmann And Other",$54.16
Qiopertar Big holiday Savings! Thanksgiving Maple Chocolate DIY Chocolate Baking Clearance Saving Up To 65% Off,Now $2.99
"Cake Coloring Pump, Plastic Multipurpose Manual Cake Airbrush  For Pastry For Chocolate Rose Red",Now $12.69
"DIY  Cutter , Easy To Clean Cake   For Sugar For Decorating Cakes For DIY Cooking For Professional Cake Decorators Type 1,Type 2,Type 3,Type 4,Type 5,Type 6,Type 7,Type 8",Now $7.82
"Cathalem Cute socks for Women Sporty Calf Socks Casual Cotton Socks Women,Yellow One Size",$5.98
"Reusable Fruits Mesh Bag / Plastic Mesh Produce and Seafood, 24"", Package of 100, Yellow",$27.99
"Heinz Condiment Pack, 1.125L",$6.47
Fufafayo Flash Deals of the Day Printed Kitchen Oil Barrier High Temperature Aluminum Foil Oil Baffle Clearance Saving Up To 65% Off,Now $4.59
Fiudx Flash Deals Of The Day Mother'S Day Flower Diy Three-Dimensional Icing Household Baking Fondant Maker,Now $6.99
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
1/2/3PCS Stainless Steel Turkey Seasoning Needle Spice Syringe BBQ Meat Flavor Injector Cooking Tools Sauce Marinade Syringe,$73
Qiopertar Clearance Free Shipping Whole Grains Rice Bucket Wall-Mounted Rice Storage Tank Out Rice under $5 Saving Up To 90% Off,Now $23.95
"French's, Classic Yellow Mustard, 550mL",$3.77
"Cake Decorating , Washable Non Stick Soft Silicone Sugar  Multi Functional Reusable  For  50-2396,50-2397,50-2190",Now $10.24
Fiudx Flash Deals Of The Day Online Only Whole Grains Rice Bucket Wall-Mounted Rice Storage Tank Out Rice,Now $3.99
Premium Refillable Manual Adjustable and Coarse Mill Short with stand,Now $28.99
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"LSLJS Press-type Oil Spray Bottle Kitchen Supplies Household Glass Oil Pot Barbecue Double Purpose Baking Oil Spray Bottle, Spray Bottle on Clearance",Now $11.01
Jienlioq Kitchen Supplies Clearance Star Pepper Seasoning Stick Kitchen Black Pepper Seasoning Widget Big Save,Now $4.79
"Heinz Condiment Pack, 1.125L",$6.47
6 Pcs 10 Ml Soap Coloring Colors DIY Coloring Food Cosmetic Baking Dyeing Supply 24pcs,Now $13.99
Spice Supreme Garlic Powder 49g 380109,$20.23
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"E-ALTRA DRESSING, E-ALTRA DRESSING",$4.47
"DROSTE ROLL SALT, DROSTE ROLL SALT",$2
"Manischwitz Cello Soup Split Pea, 170",$3.47
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"Jason Bread Crumbs Plain, 425g",$7.97
"Manischewitz Original Chicken Roasters, Seasoned Coating",$4.97
"French's, Classic Yellow Mustard, 550mL",$3.77
"Hashachar Chocolate Spread Pareve PY 453g, Chocolate Spread Pareve PY",$6.97
"Manischewitz Matzo Meal, Manischewitz Matzo Meal",$8.97
"Goodman's Onion Soup & Dip Mix, 78g",$3.97
"CHICKEN CONSOMME MIX, E-ALTRA CHICKEN CONSOMME MIX",$8.97
"Y&Y Fancy Sweet Rice, 2 Kg",$10.97
"The Maple Treat Corporation, 3 years",$19.97
"BRM GF 1-1 BAKING FLOUR, 1.24 KG",$14.97
"Gits Badam and Pista Falooda, 200 g",$4.71
"Gefen, Classic Marinara Pasta Sauce with Vodka, Vodka Marinara Sauce 26 oz.

Toss and top perfect pasta, pizza, fish, and chicken dishes.
Smooth and flavorful authentic marinara sauce.
Go Italian with Gefens delicious vodka sauce.
All Natural.
Gluten Free.
",$5.97
"S - Sauce Sweet Plum KPY, S - Sauce Sweet Plum KPY",$2.97
"MINI SOUP CROUTONS, MINI SOUP CROUTONS",$4.97
"E-ALTRA SAUCE SESAM TERIYAKI, E-ALTRA SAUCE SESAM TERIYAKI",$2.97
"SPK HNY CRL, SPK HNY CRL",$5.97
"Shinho June Premium Soy Sauce, 500 mL",$4.97
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"Magnolia Cheezee Spread Jar Plain, 12/480g",$7.47
"Aurora Premium Lupini in Brine, 1 LT",$6.97
"Heinz Condiment Pack, 1.125L",$6.47
"TURMERIC WHOLE, HALDI",$2.97
"Lundberg White Basmati Rice, 907g",$9.47
"Gits Uttapam Mix, 200 g",$1.88
"Betty Crocker Cinnamon Toast Crunch made with Cinnadust Cake Mix, 375 g",$3.97
"Tajin Mild Hot Sauce, Tajin Mild Hot Sauce",$6.97
"Del Monte® Stewed Prunes in extra heavy syrup, 767 mL",$6.47
"APPLEWOOD SIGNATURE CINNAMON STICKS (GRADE A), A staple ingredientin the production or braisestner pots, stews, and stir-fry recipes, Chinese cinnamon sticks are harvested from more mature bark and are unmistakably thick. These wonderful sticks promise a more subtle yet satisfying flavour in your cooking, compared to ground cinnamon.",$4.47
"My Mild Mustard Coleslaw, 375ml",$5.97
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"Trix Minis Breakfast Cereal, Fruity Corn Puffs with Whole Grains, 306g",$4.97
"Lee Kum Kee Foods Lee Kum Kee Hoisin Sauce, 14 oz, Lee Kum Kee Hoisin Sauce, 14 oz",$4.57
"Heinz Condiment Pack, 1.125L",$6.47
"Twinkle Under the Sea Mix, 75G UNFER THE SEA MIX",$2.47
"J.L. KRAFT Pure Pomegranate Zaatar Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – POMEGRANATE ZAATAR 355",$4.97
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"BEN'S ORIGINAL Basmati Rice, 1.6kg Bag, Perfect Every Time™",$12.77
"J.L. KRAFT Pure Fig Balsamic Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – FIG BALSAMIC 355",$4.97
"Nature's Path Envirokidz Berry Blast Cheetah Chomps Organic Cereal, Cereal - 300g",$4.97
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"LEE KUM KEE Black Bean Garlic Sauce Sauce, 13 oz, LEE KUM KEE Black Bean Garlic Sauce Sauce, 13 oz",$3.97
"Lundberg Jasmine White Rice, 907g",$9.97
"Heinz Condiment Pack, 1.125L",$6.47
"DECECCO LINGUINE, DeCecco Linguine 454g",$2.77
"Quaker Harvest Crunch Protein Oat, Honey and Almond Cereal, 325g",$6.47
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"Bick’s® 50% Less Salt Garlic Whole Dill Pickles, 1 L",$4.97
"ABORG525G, AB Original CRL 525GX10",$5.97
"VEG BOL SAUCE, VEG BOL SAUCE",$4.97
"BEN'S ORIGINAL NATURAL SELECT Chicken & Herb Flavour Rice, 397g pouch, Perfect Every Time™",$4.97
"Kikkoman Instant Tofu Miso Soybean Paste Soup, 3 x 10 g",$3.97
"Great Value Organic Mango Chunks, 600 g",$8.47
"Minecraft Cereal 227Gx10, Minecraft Cereal 227Gx10",$5.97
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"PEAS CORN CARROT, PEAS CORN CARROT",97¢
"Extra virgin olive oil, 500ml",$12.97
"Heinz Condiment Pack, 1.125L",$6.47
"Crosby's 100% Natural Gluten Free Fancy Molasses, 675 g Format",$4.47
"Love Crunch Organic Dark Chocolate & Coconut Granola 325g Pouch, Organic dark chocolate and shredded coconut",$6.47
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"Renée’s Asian Sesame Vinaigrette, Sesame Vinaigrette",$5.77
"BEN'S ORIGINAL BISTRO EXPRESS Pilaf Rice Side Dish, 250g Pouch, Perfect Every Time™",$3.47
"BEN'S ORIGINAL BISTRO EXPRESS Long Grain & Wild Rice Fine Herbs, 250g Pouch, Perfect Every Time™",$3.47
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"Kellogg’s Corn Pops Cereal, Jumbo Size, 730g, 730g",$9.77
"Kraft BBQ Sauce, Light, 455mL",$1.97
"French's, Classic Yellow Mustard, 550mL",$3.77
"Litehouse Jalapeno Dip, 13fl",$4.67
"Kellogg's Special K Red Berries, Jumbo, 700g, Cereal, 700g",$9.77
"Quaker One Minute Oats, 900g",$3.97
"Cheerios VEGGIE BLENDS APPLE STRAWBERRY, Whole Grains, 300g, 300 g",Now $3.97
"Nando's Hot Peri-Peri Hot Sauce, 490ml",$8.27
"French's, Classic Yellow Mustard, 225mL",$2.07
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"BEN'S ORIGINAL BISTRO EXPRESS Coconut Flavoured Rice Side Dish, 240g Pouch, Perfect Every Time™",$3.47
"Unilever Knorr Chicken Cubes, 63 g, 6 cubes",$2.77
"Heinz Condiment Pack, 1.125L",$6.47
"Plochman's Ground Black Pepper, Volume/Quantity - 85g",$4.47
"Subway Sauce - Creamy Italian, 437 ml",$5.77
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"Dr. Oetker Shirriff Milk Chocolate Mousse Dessert Mix, 87 g",$1.97
"HERSHEY'S CHIPITS REESE'S Peanut Butter Baking Chips, 270g",$4.47
"BEN'S ORIGINAL BISTRO EXPRESS Creamy Cheddar Cheese Rice Side Dish, 240g Pouch, Perfect Every Time™",$3.47
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"Plochman's Celery Salt, Volume/Quantity - 145g",$4.47
"Bonne Maman - Orange Marmalade, 250 mL",$5.97
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"BEN'S ORIGINAL FAST & FANCY Country Chicken Flavour Rice, 132g Pouch, Perfect Every Time™",$1.77
"Betty Crocker Cheddar & Bacon Scalloped Potatoes, 148 g",$2.77
"French's, Classic Yellow Mustard, 550mL",$3.77
"HERSHEY'S Syrup Strawberry 462ml, HERSHEY'S Strawberry flavoured syrup adds a splash of delicious strawberry flavour to milk, ice cream, and just about anything you can imagine! Use HERSHEY'S Strawberry Flavoured Syrup as a drizzle on home-baked desserts, or mix it into smoothies and milkshakes.",$5.47
"McCormick Gourmet, Premium Quality, Dry Sauce Mix, Lemon & Dill, 40 g",$2.27
"BEN'S ORIGINAL FAST & FANCY Chinese Style Fried Rice, 132g Pouch, Perfect Every Time™",$1.77
"GINGER POWDER, GROUNDED GINGER",$3.77
"Cinnamon Toast Crunch Rolls Breakfast Cereal, Whole Grains, 303 g, 303 g",$4.97
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"Miracle Whip Calorie Wise Spread, 650mL",Now $4.97
"Extra Virgin Olive Oil with Truffle Flavouring, 250ml",$7.97
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"Del Monte® Fruit Cocktail In 100% Fruit Juice from concentrate, 398 mL",$2.97
"KFI MILD CURRY, KFI MILD CURRY",$4.97
"Honey Nut Cheerios Breakfast Cereal, Jumbo Size, Whole Grains, 650 g, 2 ct, 1.3 kg",$9.97
"Brunswick Sardine Fillets in Lemon & Cracked Pepper, 100 g",$1.97
"Divella Tri Colour Farfalle Pasta - Three Colour Bowtie Pasta, 500 g",$2.97
"French's, 100% Canadian Tomato Ketchup, 1.5L",$6.27
"Heinz Condiment Pack, 1.125L",$6.47
"Club House, Dry Sauce/Seasoning/Marinade Mix, Beef Stew, Slow Cookers, 42g",$1.47
"Jif Creamy Peanut Butter 500g, 500 g",$4.47
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"Fiorfiore Tomato and Olive Pasta Sauce, 350 g (12.3 oz)",$3.97
"Kellogg's Special K Cereal Vanilla Almond Family Size 570g, 570g",$6.97
"Betty Crocker Muffin Mix Chocolate Chip - Snack Size, 184g, 184g",$1.97
"Original Cheerios Breakfast Cereal, Jumbo Size, Whole Grains, 500 g, 2 ct, 2 x 1 kg",$9.77
"ORGANIC GR BLACK PPR, 28 g",$2.47
"Patak's Tikka Masala Cooking Sauce, 400 mL",Now $3.97
"Kellogg’s Corn Pops Cereal,  Family Size, 515g, 515g",$6.97
"BEN'S ORIGINAL BISTRO EXPRESS Broccoli & Cheddar Rice Side Dish, 240g Pouch, Perfect Every Time™",$3.47
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"LEE KUM KEE - PREMIUM SOY SAUCE (no preservatives added), 500mL",$3.97
"Nature's Path Gluten Free Crunchy Vanilla Sunrise Organic Cereal, Gluten Free Crunchy Vanilla",$5.47
"French's, Classic Yellow Mustard, 550mL",$3.77
"Plochman's Greek Style Seasoning, Volume/Quantity - 85g",$4.47
"Fiorfiore Arrabbiata Pasta Sauce, 350 g (12.3 oz)",$3.97
"Rice Chex Breakfast Cereal, Gluten Free, Whole Grains, 340 g",$5.27
"Shan Chana Recipe Masala Mix, 100 g",$1.97
"Quaker Quick Oats, 2.25kg",$6.97
"Betty Crocker Mashed Potatoes Homestyle, 180g",$2.77
"BEN'S ORIGINAL CONVERTED Long Grain Parboiled Rice, 2.2kg Bag, E-BENS ORIGINAL BEN'S CONVERTED 2.27",$8.97
"J.L. KRAFT Pure Fig Balsamic Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – FIG BALSAMIC 355",$4.97
"Light apricot spread 500ml, Dora Light apricot 500ml",$3.97
"BEN'S ORIGINAL BISTRO EXPRESS Vegetable Medley Rice Side Dish, 250g Pouch, Perfect Every Time™",$3.47
"BEN'S ORIGINAL BISTRO EXPRESS Jasmine Rice Side Dish, 240g, Perfect Every Time™",$3.47
"Fiorfiore Organic Farfalle 500 g, Organic durum wheat semolina pasta",$2.47
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"Club House, Dry Sauce/Seasoning/Marinade Mix, Chicken Gravy, Gluten-Free, 25g",$1.47
"Catelli Classic Medium Bows Pasta, 375g, 375 g",$2.27
"Heinz Condiment Pack, 1.125L",$6.47
"Litehouse Coleslaw Dressing, 384ml",$4.67
"Franco American Turkey Gravy, 284 mL",$1.87
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"Aurora Arborio Rice, 750 g",$4.97
"Delicious Kitchen Thai White Glutinous Rice, 2 kg",$6.47
"PRIMO RED KIDNEY BEANS, CANNED BEANS - RED KIDNEY BEANS - 540ml",$1.77
"Wrights Liquid Smoke, Wright’s Liquid Smoke Hickory",$2.97
"Betty Crocker Super Moist Cherry Chip Cake Mix, 375 g",$2.27
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"KODIAK PC BDAYCAKE FJ MIX, KODIAK PC BDAYCAKE FJ MIX",$5.97
"Nature's Path Organic Dark Chocolate & Red Berries Love Crunch Granola, Love Crunch Red Berries",$6.47
"Heinz Condiment Pack, 1.125L",$6.47
"Cap'n Crunch Original Cereal, 350g",$4.97
"Lancia Jumbo Shells, 340 g",$3.97
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"KIND Oats & Honey with Toasted Coconuts Granola, 312g, 312g",$5.77
"Weetabix Whole Grain Cereal, 400 g",$4.67
"Knorr Sidekicks Creamy Parmesan Pasta Side Dish, 124 g Side Dish",$2.27
"Manitoba Harvest Hemp Foods Hemp Hearts Organic 340G, 340G",$10.97
"Kosa Can Quail Eggs in Water, 425 g",$3.97
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"Kodiak Blueberry Flapjack and Waffle Mix 510g, Power Cakes Blueberry FJ & Waffle Mix 510g",$5.97
"Great Value Organic Rotini, 450 g",$1.97
"Heinz Condiment Pack, 1.125L",$6.47
"Old El Paso Taco Seasoning Mix Hot & Spicy, 24 g",$1.57
"LKK PANDA BRAND OYSTER FLAVOURED SAUCE 510G, 510G",$4.27
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"Barilla Cut Macaroni Pasta, Barilla Cut Macaroni 410g",$2.67
"SKINNYGIRL DRESSING RASPBERRY VINAIGRETTE, SKINNYGIRL DRESSING RASPBERRY VINAIGRETTE",$2.97
"Great Value Corn Oil, 2.84 L",$12.97
"Heinz Condiment Pack, 1.125L",$6.47
"THE KIMCHI, THE KIMCHI",$10.97
"Kellogg's Corn Flakes Cereal, 340 g, 340g",$4.97
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"TIM HORTONS POTATO BACON SOUP, 540ML",$2.97
"Blue Dragon 3 Step Pad Thai Cooking Sauce and Rice Noodle Kit, 220 g",$4.97
"Pearl Milling Company Lite Syrup, 710 ML",$3.97
"Campbell’s Beef Broth with Red Wine with 30% Less Sodium, Ready to Use, 900 mL",$2.27
"Bragg Live Food Apple Cider Vinegar, 946ml",Now $7.47
"Unico Stuffed Manzanilla Olives, 375 mL",$3.27
"Bragg Organic Apple Cider Vinegar, Made from delicious, organically grown apples, Bragg® Organic Apple Cider Vinegar is the original wellness elixir.",$5.97
"Verka Chat Papdi, 285 g",$2.47
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"Quaker Quick Oats, 1kg",$3.97
"KEWPIE Mayonnaise 450g, Anyone who has ever eaten juicy karaage fried chicken in an izakaya knows that it always tastes better with a generous helping of Japanese mayonnaise. Found in grocery stores and restaurants across Japan, Kewpie Mayonnaise is a popular Japanese mayo",$6.97
"Heinz Condiment Pack, 1.125L",$6.47
"KOHSLVRICE10L, E-KOHINOOR KOHSLVR10LB",$15.77
"TIM HORTONS CREAM OF BROCCOLI, 540 ML",$2.97
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"GREEN GIANT RESTAURANT SIDES ASPARAGUS, HEARTY, PREMIUM VEGETABLES WITH SAVOURY TASTES. READY TO SAUTÉ IN SKILLET TO PROVIDE RESTAURANT-LIKE EXPERIENCE RIGHT AT HOME. MOUTHWATERINGLY DELICIOUS FLAVOURS, PERFECT AS A SIDE DISH TO ANY MEAL.",$3.97
"Great Value Organic Spaghetti, 450g",$1.97
"Yumi Starter Kit, Canada's first complete overnight oats meal kit!",$7.97
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"Bick’s No Garlic Dill Pickles (1L), Bick’s No Garlic Dill Pickles",$4.97
"Great Value Whole Hazelnuts, 100 g",$2.47
"Heinz Condiment Pack, 1.125L",$6.47
"Fiorfiore Tomato with Basil Pasta Sauce, 350 g (12,3 oz)",$3.97
"Kraft Sundried Tomato & Oregano Salad Dressing, 425 mL Bottle, KR SUNDRIED TOM & OREG DRE 425",$3.77
"French's, Classic Yellow Mustard, 550mL",$3.77
"Steeves Maples - 1L Sugar Free Maple Taste Syrup, 1L SM SF Maple",$7.97
"Great Value Regular Instant Oatmeal, 10 packets",$2.97
"Dunya Harvest Flax Seeds, 567g (20 oz)",$2.97
"Hidden Valley Ranch Original Creamy Dressing & Dip, 1.06L",$7.47
"Unico White Wine Vinegar, Unico White Wine Vinegar 500mL",$2.47
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"Campbell's® Chunky® Baked Potato with Bacon Ready to Serve Soup, Ready to Serve Soup 515 mL",$3.47
"Heinz British Style Beans in Tomato Sauce, 398mL",$1.97
"Heinz Condiment Pack, 1.125L",$6.47
"Great Value Original Cayenne Hot Sauce, 354 mL",$3.77
"Hunt's® Original Tomato Sauce, 680 mL",$2.47
"Green Giant Canned 1/3 Less Salt Summer Sweet Peas. Grown & Packed In Canada., G Giant Canned 1/3 Less Salt Su",$1.97
"Campbell’s Homestyle Tomato Soup, 284 mL",$1.47
"Aylmer Chicken Noodle Condensed Soup, 284 mL",97¢
"TIM HORTONS CHICKEN NOODLE, 540 ML",$2.97
"Kraft Hazelnut Spread with Cocoa, 725g",$6.97
"Campbell's® Italian Wedding Ready to Serve Soup, Ready to Serve Soup (515 mL)",$2.97
"SHAKTI GARLIC PASTE, AUTHENTIC TASTE OF FRESH GARLIC",$3.97
"J.L. KRAFT Pure Miso Lime Ginger Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – MISO LIME GINGER 355",$4.97
"Great Value Banana Nut Granola, 400g",$3.97
"M'Lord Miniature Corn Cob, 398 ml, 398 mL",$2.97
"French's, Classic Yellow Mustard, 550mL",$3.77
"DORA STRAWBERRY, RASPBERRY AND CHERRY TRADITIONNAL LIGHT WITH PECTIN, DORA 3 FRUITS LIGHT 500ML",$3.97
"Hamburger Helper Beef Taco, 210 g",$2.47
"Kraft Asian Sesame Salad Dressing, 425 mL Bottle, KRAFT ASIAN SESAME DRESSING 425",$3.77
"Jell-O Pistachio Instant Pudding Mix, 99g",$1.77
"Sapporo Ichiban Japanese Style Noodles and Chicken Soup, Sapporo Flat Chicken",97¢
"Heinz Chili Style Pinto & Red Kidney Beans, 398mL",$1.97
"Great Value Pure Malt Vinegar, 500 mL",$1.47
"Great Value Pear Halves in Fruit Juice from Concentrate, 796 mL",$3.47
"Clover LEAF® Flaked Light Tuna Skipjack in Water (6 pack), 6 x 170 g",$9.97
